,id,title,name,institution_id,create_time,view_count,author_id,user_finished_courses,signed_users,user_failed_courses
88,403.0,Old Algebra,Khan Academy,4.0,2010-10-10,683.0,80.0,,,
89,404.0,Old Algebra Videos,Khan Academy,4.0,2010-10-10,634.0,80.0,,,
90,405.0,Organic Chemistry,Khan Academy,4.0,2010-10-10,1402.0,80.0,,,
91,406.0,Paulson Bailout,Khan Academy,4.0,2010-10-10,695.0,80.0,,,
92,407.0,Physics,Khan Academy,4.0,2010-10-10,1192.0,80.0,,,
93,408.0,Pre-algebra,Khan Academy,4.0,2010-10-10,884.0,80.0,,,
94,409.0,Precalculus,Khan Academy,4.0,2010-10-10,765.0,80.0,,,
95,410.0,Probability,Khan Academy,4.0,2010-10-10,855.0,80.0,,,
96,411.0,SAT Preparation,Khan Academy,4.0,2010-10-10,749.0,80.0,,,
97,412.0,Singapore Math,Khan Academy,4.0,2010-10-10,864.0,80.0,,,
98,413.0,Statistics,Khan Academy,4.0,2010-10-10,666.0,80.0,,,
99,414.0,Trigonometry,Khan Academy,4.0,2010-10-10,1345.0,80.0,,,
100,415.0,Valuation and Investing,Khan Academy,4.0,2010-10-10,709.0,80.0,,,
101,416.0,Venture Capital and Capital Markets,Khan Academy,4.0,2010-10-10,831.0,80.0,,,
102,188.0,Computer Sc - Discrete Mathematical Structures,Indian Institute of Technology,5.0,2010-08-11,800.0,40.0,,,
103,189.0,Electronics - High Speed Devices & Circuit,Indian Institute of Technology,5.0,2010-08-11,726.0,40.0,,,
104,190.0,Electrical - Electro Magnetic Fields,Indian Institute of Technology,5.0,2010-08-11,631.0,40.0,,,
105,191.0,Electronics - Digital Circuits and Systems,Indian Institute of Technology,5.0,2010-08-11,715.0,40.0,,,
106,192.0,Electronics - Solid State Devices,Indian Institute of Technology,5.0,2010-08-11,524.0,40.0,,,
107,193.0,Electronics - Digital VLSI System Design,Indian Institute of Technology,5.0,2010-08-11,880.0,40.0,0.0,1.0,1.0
108,194.0,Civil - Prestressed Concrete Structures,Indian Institute of Technology,5.0,2010-08-11,738.0,40.0,,,
109,195.0,Electronics - Transmission Lines and EM Waves,Indian Institute of Technology,5.0,2010-08-11,595.0,40.0,,,
110,196.0,Mechanical - Mechanical Measurements and Metrology,Indian Institute of Technology,5.0,2010-08-11,685.0,40.0,,,
111,197.0,Civil - Water & Wastewater Engineering,Indian Institute of Technology,5.0,2010-08-11,682.0,40.0,,,
112,198.0,Mechanical - Dynamics of Machines,Indian Institute of Technology,5.0,2010-08-11,714.0,40.0,,,
113,199.0,Electrical - Intelligent Systems and Control,Indian Institute of Technology,5.0,2010-08-11,775.0,40.0,,,
114,200.0,Core Science - Numerical Methods and Programing,Indian Institute of Technology,5.0,2010-08-11,659.0,40.0,,,
115,201.0,Computer Sc - Computer Graphics,Indian Institute of Technology,5.0,2010-08-11,684.0,40.0,,,
116,202.0,Mechanical - Kinematics of Machines,Indian Institute of Technology,5.0,2010-08-11,558.0,40.0,,,
117,203.0,Core - Basic Electronics - Prof T.S.Natarajan,Indian Institute of Technology,5.0,2010-08-11,867.0,40.0,,,
118,204.0,Mechanical - Advanced Strength of Materials,Indian Institute of Technology,5.0,2010-08-11,525.0,40.0,,,
119,205.0,Computer Sc - Introduction to Computer Graphics,Indian Institute of Technology,5.0,2010-08-11,503.0,40.0,,,
120,206.0,Mechanical - Refrigeration and Airconditioning,Indian Institute of Technology,5.0,2010-08-11,787.0,40.0,,,
121,207.0,Mechanical - Finite Element Method,Indian Institute of Technology,5.0,2010-08-11,443.0,40.0,,,
122,208.0,Electrical - Power Sys Generation Transmission Distribution,Indian Institute of Technology,5.0,2010-08-11,623.0,40.0,,,
123,209.0,Core Science - Engineering Chemistry 1,Indian Institute of Technology,5.0,2010-08-11,485.0,40.0,,,
124,210.0,Civil - Fluid Mechanics,Indian Institute of Technology,5.0,2010-08-11,562.0,40.0,,,
125,211.0,Core Science - Biochemistry I,Indian Institute of Technology,5.0,2010-08-11,653.0,40.0,,,
126,212.0,Core Science - Mathematics,Indian Institute of Technology,5.0,2010-08-11,535.0,40.0,,,
127,213.0,Computer Sc - Introduction To Problem Solving & Programming,Indian Institute of Technology,5.0,2010-08-11,555.0,40.0,,,
128,214.0,Electrical - Power System Operations and Control,Indian Institute of Technology,5.0,2010-08-11,320.0,40.0,,,
129,215.0,Civil - Water Resources Engineering,Indian Institute of Technology,5.0,2010-08-11,429.0,40.0,,,
130,216.0,Civil - Surveying,Indian Institute of Technology,5.0,2010-08-11,530.0,40.0,,,
131,217.0,Civil - Environmental Air Pollution,Indian Institute of Technology,5.0,2010-08-11,420.0,40.0,,,
132,219.0,Civil - Structural Analysis II,Indian Institute of Technology,5.0,2010-08-11,457.0,40.0,,,
133,220.0,Computer Sc - Systems Analysis and Design,Indian Institute of Technology,5.0,2010-08-11,456.0,40.0,,,
134,221.0,Electrical - Basic Electrical Technology,Indian Institute of Technology,5.0,2010-08-11,439.0,40.0,,,
135,222.0,Electrical - Industrial Drives - Power Electronics,Indian Institute of Technology,5.0,2010-08-11,482.0,40.0,,,
136,223.0,Core Science -Concept & Evolution of Management thought,Indian Institute of Technology,5.0,2010-08-11,414.0,40.0,,,
137,224.0,Electrical - Embedded Systems,Indian Institute of Technology,5.0,2010-08-11,837.0,40.0,,,
138,225.0,Electronics - Wireless Communication,Indian Institute of Technology,5.0,2010-08-11,648.0,40.0,,,
139,226.0,Mechanical - Project and Production Management,Indian Institute of Technology,5.0,2010-08-11,837.0,40.0,,,
140,227.0,Electronics - Digital Signal Processing,Indian Institute of Technology,5.0,2010-08-11,584.0,40.0,,,
141,228.0,Electrical - Circuit Theory,Indian Institute of Technology,5.0,2010-08-11,513.0,40.0,,,
142,229.0,Computer Sc - Artificial Intelligence - Prof. P. Dasgupta,Indian Institute of Technology,5.0,2010-08-11,592.0,40.0,,,
143,230.0,Electronics - MEMS & Microsystems,Indian Institute of Technology,5.0,2010-08-11,494.0,40.0,,,
144,231.0,Computer Sc - Computer Networks,Indian Institute of Technology,5.0,2010-08-11,540.0,40.0,,,
145,232.0,"Electrical - Networks, Signals and Systems",Indian Institute of Technology,5.0,2010-08-11,530.0,40.0,,,
146,233.0,Ocean - Performance of Marine Vehicles At Sea,Indian Institute of Technology,5.0,2010-08-11,550.0,40.0,,,
147,234.0,Electrical - Industrial Automation and Control,Indian Institute of Technology,5.0,2010-08-11,542.0,40.0,,,
148,235.0,Core Science - Engineering Mechanics,Indian Institute of Technology,5.0,2010-08-11,412.0,40.0,,,
149,236.0,Core Science - Engineering Physics II,Indian Institute of Technology,5.0,2010-08-11,418.0,40.0,,,
150,237.0,Electrical - Networks and Systems,Indian Institute of Technology,5.0,2010-08-11,480.0,40.0,,,
151,238.0,Computer Sc - Computer Organization,Indian Institute of Technology,5.0,2010-08-11,524.0,40.0,,,
152,239.0,Mechanical - Introduction to Finite Element Method,Indian Institute of Technology,5.0,2010-08-11,241.0,40.0,,,
153,240.0,Mechanical - Robotics,Indian Institute of Technology,5.0,2010-08-11,516.0,40.0,,,
154,241.0,Civil - Strength of Materials - Prof. S.K.Bhattacharyya,Indian Institute of Technology,5.0,2010-08-11,278.0,40.0,,,
155,242.0,Civil - Introduction to Transportation Engineering,Indian Institute of Technology,5.0,2010-08-11,468.0,40.0,,,
156,243.0,Civil - Engineering Geology,Indian Institute of Technology,5.0,2010-08-11,530.0,40.0,,,
157,244.0,Electronics - Probability & Random Variables,Indian Institute of Technology,5.0,2010-08-11,418.0,40.0,,,
158,245.0,Electrical - Power Electronics,Indian Institute of Technology,5.0,2010-08-11,300.0,40.0,,,
159,246.0,Electrical - Digital Integrated Circuits,Indian Institute of Technology,5.0,2010-08-11,282.0,40.0,,,
160,247.0,Civil - Building Materials and Construction,Indian Institute of Technology,5.0,2010-08-11,450.0,40.0,,,
161,248.0,Electrical - Power System Analysis,Indian Institute of Technology,5.0,2010-08-11,786.0,40.0,,,
162,249.0,Computer Sc - Internet Technologies,Indian Institute of Technology,5.0,2010-08-11,512.0,40.0,,,
163,250.0,Electrical - Industrial Instrumentation,Indian Institute of Technology,5.0,2010-08-11,296.0,40.0,,,
164,251.0,Mechanical - Design of Machine Elements,Indian Institute of Technology,5.0,2010-08-11,486.0,40.0,,,
165,252.0,Electrical - Control Engineering,Indian Institute of Technology,5.0,2010-08-11,514.0,40.0,,,
166,253.0,Computer Sc - Design & Analysis of Algorithms,Indian Institute of Technology,5.0,2010-08-11,626.0,40.0,,,
167,254.0,Electronics - Digital Communication,Indian Institute of Technology,5.0,2010-08-11,278.0,40.0,,,
168,255.0,Civil - Mechanics of Solids,Indian Institute of Technology,5.0,2010-08-11,590.0,40.0,,,
169,256.0,Electrical - Analog ICs,Indian Institute of Technology,5.0,2010-08-11,426.0,40.0,,,
170,257.0,Electronics - Electronics For Analog Signal Processing - I,Indian Institute of Technology,5.0,2010-08-11,373.0,40.0,,,
171,258.0,Electronics - Electronics For Analog Signal Processing - II,Indian Institute of Technology,5.0,2010-08-11,345.0,40.0,,,
172,259.0,Computer Sc - Database Management System,Indian Institute of Technology,5.0,2010-08-11,511.0,40.0,,,
173,260.0,Mechanical - Principles of Mechanical Measurements,Indian Institute of Technology,5.0,2010-08-11,298.0,40.0,,,
174,261.0,Computer Sc - Principles of Programming Languages,Indian Institute of Technology,5.0,2010-08-11,423.0,40.0,,,
175,262.0,Computer Sc - Data Structures and Algorithms,Indian Institute of Technology,5.0,2010-08-11,278.0,40.0,,,
176,263.0,Computer Sc - Computer Architecture,Indian Institute of Technology,5.0,2010-08-11,365.0,40.0,,,
177,264.0,Computer Sc - Software Engineering,Indian Institute of Technology,5.0,2010-08-11,439.0,40.0,,,
178,265.0,Electronics - Basic Electronics - Dr.Chitralekha Mahanta,Indian Institute of Technology,5.0,2010-08-11,455.0,40.0,,,
179,266.0,Computer Sc - Artificial Intelligence,Indian Institute of Technology,5.0,2010-08-11,343.0,40.0,,,
180,267.0,Electronics - Digital Voice and Picture Communication,Indian Institute of Technology,5.0,2010-08-11,491.0,40.0,,,
181,268.0,Electronics - Digital Image Processing,Indian Institute of Technology,5.0,2010-08-11,318.0,40.0,,,
182,269.0,Computer Sc - Data Communication,Indian Institute of Technology,5.0,2010-08-11,328.0,40.0,,,
183,270.0,Mechanical - Manufacturing Processes II,Indian Institute of Technology,5.0,2010-08-11,501.0,40.0,,,
184,271.0,Electrical - Illlumination Engineering,Indian Institute of Technology,5.0,2010-08-11,256.0,40.0,,,
185,272.0,Electrical - Energy Resources and Technology,Indian Institute of Technology,5.0,2010-08-11,549.0,40.0,,,
186,273.0,Electronics - Broadband Networks,Indian Institute of Technology,5.0,2010-08-11,296.0,40.0,,,
187,274.0,Civil - Soil Mechanics,Indian Institute of Technology,5.0,2010-08-11,380.0,40.0,,,
188,275.0,Electronics - Digital Systems Design,Indian Institute of Technology,5.0,2010-08-11,523.0,40.0,,,
189,276.0,Biochemical Engineering - Enzyme Science and Engineering,Indian Institute of Technology,5.0,2010-08-11,483.0,40.0,,,
190,277.0,Mechanical - Heat and Mass Transfer,Indian Institute of Technology,5.0,2010-08-11,380.0,40.0,,,
191,278.0,Core - Quantum Physics,Indian Institute of Technology,5.0,2010-08-11,488.0,40.0,,,
192,279.0,"Electrical - Chaos, Fractals and Dynamical Systems",Indian Institute of Technology,5.0,2010-08-11,576.0,40.0,,,
193,280.0,Core - Classical Physics,Indian Institute of Technology,5.0,2010-08-11,387.0,40.0,,,
194,281.0,Electronics - Adaptive Signal Processing,Indian Institute of Technology,5.0,2010-08-11,463.0,40.0,,,
195,282.0,Electronics - VLSI Design,Indian Institute of Technology,5.0,2010-08-11,662.0,40.0,,,
196,283.0,Core - Physics I - Oscillations and Waves,Indian Institute of Technology,5.0,2010-08-11,541.0,40.0,,,
197,284.0,Mechanical - Advanced Finite Elements Analysis,Indian Institute of Technology,5.0,2010-08-11,273.0,40.0,,,
198,285.0,Mechanical - Computer Aided Design,Indian Institute of Technology,5.0,2010-08-11,288.0,40.0,,,
199,286.0,Electrical - Communication Engineering,Indian Institute of Technology,5.0,2010-08-11,215.0,40.0,,,
200,287.0,Core -  Materials Science,Indian Institute of Technology,5.0,2010-08-11,350.0,40.0,,,
201,288.0,Core - Mathematics - III,Indian Institute of Technology,5.0,2010-08-11,609.0,40.0,,,
202,289.0,Civil - Hydraulics,Indian Institute of Technology,5.0,2010-08-11,277.0,40.0,,,
203,290.0,Civil - Modern Surveying Techniques,Indian Institute of Technology,5.0,2010-08-11,308.0,40.0,,,
204,291.0,Mechanical - Industrial Engineering,Indian Institute of Technology,5.0,2010-08-11,331.0,40.0,,,
205,292.0,Mechanical - Manufacturing Processes - I,Indian Institute of Technology,5.0,2010-08-11,512.0,40.0,,,
206,293.0,Civil  - Transportation Engineering II,Indian Institute of Technology,5.0,2010-08-11,376.0,40.0,,,
207,294.0,Civil - Foundation Engineering,Indian Institute of Technology,5.0,2010-08-11,702.0,40.0,,,
208,295.0,Mechanical - Strength of Materials,Indian Institute of Technology,5.0,2010-08-11,986.0,40.0,,,
209,296.0,Mechanical - Fundamentals of Operations Research,Indian Institute of Technology,5.0,2010-08-11,1100.0,40.0,,,
210,297.0,Ocean - Strength and Vibration of Marine Structures,Indian Institute of Technology,5.0,2010-08-11,766.0,40.0,,,
211,298.0,Mining - Fundamentals of Environmental Pollution and Control,Indian Institute of Technology,5.0,2010-08-11,699.0,40.0,,,
212,299.0,Electronics - Neural Networks and Applications,Indian Institute of Technology,5.0,2010-08-11,805.0,40.0,,,
213,300.0,Electronics - Digital Computer Organization,Indian Institute of Technology,5.0,2010-08-11,791.0,40.0,,,
214,301.0,Electrical -  Estimation of Signals and Systems,Indian Institute of Technology,5.0,2010-08-11,1017.0,40.0,,,
215,302.0,Electrical - Digital Signal Processing,Indian Institute of Technology,5.0,2010-08-11,988.0,40.0,,,
216,303.0,Mechanical - Advanced Operations Research,Indian Institute of Technology,5.0,2010-08-11,852.0,40.0,,,
217,304.0,Civil - Design Of Steel Structures,Indian Institute of Technology,5.0,2010-08-11,1097.0,40.0,,,
218,305.0,Electrical - Dynamics of Physical System,Indian Institute of Technology,5.0,2010-08-11,753.0,40.0,,,
219,306.0,Mechanical - Basic Thermodynamics,Indian Institute of Technology,5.0,2010-08-11,1319.0,40.0,,,
220,307.0,Ocean - Applied Thermodynamics for Marine Systems,Indian Institute of Technology,5.0,2010-08-11,712.0,40.0,,,
221,308.0,Mechanical - Engineering Mechanics - Dr.G.Saravana Kumar,Indian Institute of Technology,5.0,2010-08-11,1341.0,40.0,,,
222,309.0,Mechanical - Mechanical Vibrations,Indian Institute of Technology,5.0,2010-08-11,627.0,40.0,,,
223,310.0,Computer Science - Electronic Design and Automation,Indian Institute of Technology,5.0,2010-08-11,784.0,40.0,,,
224,311.0,Computer Sc - Programming and Data Structure,Indian Institute of Technology,5.0,2010-08-11,1115.0,40.0,,,
225,312.0,Civil - Design of Reinforced Concrete Structures,Indian Institute of Technology,5.0,2010-08-11,1646.0,40.0,,,
226,313.0,Core - Leadership,Indian Institute of Technology,5.0,2010-08-11,837.0,40.0,,,
227,314.0,Core - Management Information System,Indian Institute of Technology,5.0,2010-08-11,456.0,40.0,,,
228,315.0,Core - Human Resource Management-I,Indian Institute of Technology,5.0,2010-08-11,793.0,40.0,,,
229,348.0,COMP1917 Higher Computing - Richard Buckland UNSW,The University of New South Wales,6.0,2010-08-11,1226.0,56.0,,,
230,349.0,University Learning and Teaching,The University of New South Wales,6.0,2010-08-11,607.0,56.0,,,
231,350.0,eLearning Howtos,The University of New South Wales,6.0,2010-08-11,411.0,56.0,,,
232,351.0,selected comp videos,The University of New South Wales,6.0,2010-08-11,456.0,56.0,,,
233,352.0,Lectopia Support Tutorials,The University of New South Wales,6.0,2010-08-11,440.0,56.0,,,
234,353.0,Learning & Teaching Faculties of Excellence Initiative,The University of New South Wales,6.0,2010-08-11,162.0,56.0,,,
235,354.0,ELEC3104 Digital Signal Processing by Prof. E. Ambikairajah,The University of New South Wales,6.0,2010-08-11,696.0,56.0,,,
236,355.0,MBT,The University of New South Wales,6.0,2010-08-11,187.0,56.0,,,
237,356.0,Dr Chris Tisdell presents... Vector Calculus @ UNSW Sydney,The University of New South Wales,6.0,2010-08-11,1654.0,56.0,,,
238,357.0,Technology Enabled Learning and Teaching (TELT) @ UNSW,The University of New South Wales,6.0,2010-08-11,612.0,56.0,,,
239,358.0,COMP1927 Data Structures and Algorithms - Richard Buckland,The University of New South Wales,6.0,2010-08-11,3109.0,56.0,,,
240,359.0,Calculus: Dr Chris Tisdell. UNSW Sydney  MATH1231,The University of New South Wales,6.0,2010-08-11,1897.0,56.0,,,
241,360.0,Course: Multimedia in Design Presentation,The University of New South Wales,6.0,2010-08-11,549.0,56.0,,,
242,361.0,Wikispaces,The University of New South Wales,6.0,2010-08-11,197.0,56.0,,,
243,362.0,TELT interviews,The University of New South Wales,6.0,2010-08-11,174.0,56.0,,,
244,363.0,Course: Advanced Multimedia,The University of New South Wales,6.0,2010-08-11,563.0,56.0,,,
245,364.0,Learning to Teach Online,The University of New South Wales,6.0,2010-08-11,717.0,56.0,,,
246,365.0,A first course in Linear Algebra: WildLinAlg,The University of New South Wales,6.0,2010-08-11,1150.0,56.0,,,
247,366.0,COMP2911 Design in Computing - Richard Buckland,The University of New South Wales,6.0,2010-08-11,651.0,56.0,,,
248,367.0,"UCalc: University Calculus. Dr Chris Tisdell, UNSW Sydney",The University of New South Wales,6.0,2010-08-11,747.0,56.0,,,
249,368.0,"UAlg: University Algebra. Dr Chris Tisdell, UNSW Sydney",The University of New South Wales,6.0,2010-08-11,801.0,56.0,,,
250,369.0,Wimba_Training,The University of New South Wales,6.0,2010-08-11,187.0,56.0,,,
251,370.0,Engineering Mathematics. Chris Tisdell UNSW Sydney,The University of New South Wales,6.0,2010-08-11,1291.0,56.0,,,
252,371.0,ELEC9344 Speech and Audio Processing by Prof. Ambikairajah,The University of New South Wales,6.0,2010-08-11,1123.0,56.0,,,
253,372.0,Science - Interview,The University of New South Wales,6.0,2010-08-11,234.0,56.0,,,
254,373.0,Programming for Designers - COMP1400-T2 (2010),The University of New South Wales,6.0,2010-08-11,721.0,56.0,,,
255,374.0,Algebraic Topology: a beginner\'s course--- by N J Wildberger,The University of New South Wales,6.0,2010-08-11,1091.0,56.0,,,
256,471.0,Ecuaciones radicales,Government of Chile,7.0,2011-11-15,694.0,5057.0,,,
257,473.0,Raíces ,Government of Chile,7.0,2011-12-07,823.0,5057.0,,,
258,475.0,Función cuadrática y función raíz cuadrada,Government of Chile,7.0,2011-12-09,588.0,5057.0,,,
259,477.0,Ecuaciones de segundo grado.,Government of Chile,7.0,2011-12-09,505.0,5057.0,,,
260,479.0,Triángulos rectángulos  ,Government of Chile,7.0,2011-12-10,555.0,5057.0,,,
261,480.0,Trigonometría ,Government of Chile,7.0,2011-12-10,679.0,5057.0,,,
262,481.0,Inecuaciones lineales,Government of Chile,7.0,2011-12-10,800.0,5057.0,,,
263,482.0,Probabilidades,Government of Chile,7.0,2011-12-10,1196.0,5057.0,,,
264,483.0,Funciones,Government of Chile,7.0,2011-12-11,525.0,5057.0,,,
