,scorm_id,institution_id,title,author_id,course_id,membership,view_count,create_time
81,391,741,Módulo 2,126348,4340.0,2,456,2019-04-01
82,392,741,MPD,126348,4354.0,2,120,2019-04-05
83,393,741,PLA,126348,4355.0,2,112,2019-04-05
84,403,741,Módulo 2,126348,4438.0,2,91,2019-05-14
85,405,741,Módulo 3,126348,4438.0,2,67,2019-05-14
86,406,741,Módulo 1,126348,4438.0,2,133,2019-05-14
87,407,741,Módulo 1,126348,4439.0,2,72,2019-05-14
88,408,741,Módulo 2,126348,4439.0,2,61,2019-05-14
89,417,48,Curso Quiter,96438,3993.0,2,10,2019-06-10
90,420,756,Curso Quiter,129823,4481.0,2,104,2019-06-11
91,421,717,SCORM PDF,126348,4128.0,1,3,2019-07-05
92,422,717,SCORM VIDEO,126348,4128.0,1,1,2019-07-05
93,439,782,Introducción,126871,4830.0,2,906,2019-09-30
94,441,782,Modulo 2 Valoramos a nuestros compañeros de trabajo,126871,4830.0,2,889,2019-09-30
95,442,782,Módulo 3 Protejemos los activos de la compañía,126871,4830.0,2,886,2019-10-01
96,447,782,Módulo 4 Nos comprometemos a denunciar toda práctica indebida.,126871,4830.0,2,1176,2019-10-03
97,476,48,Conducta Ética y Prevención del Delito,96438,5342.0,2,1,2019-12-13
98,477,48,Conducta Ética y Prevención del Delito,96438,5342.0,2,1,2019-12-13
99,478,48,Conducta Ética y Prevención del Delito 6,96438,5342.0,2,2,2019-12-13
100,479,48,Conducta Ética y Prevención del Delito 6,96438,5342.0,2,1,2019-12-13
101,480,782,Módulo 1 Conducta Ética,128540,4830.0,2,491,2019-12-13
102,481,48,Simulaciones totales en una sola página,96438,5397.0,2,15,2019-12-17
103,482,48,Evaluación,96438,5397.0,2,7,2019-12-17
104,487,653,Scorm 1 plantilla 1 demo,144989,4323.0,2,17,2019-12-19
105,488,653,scorm 2 plantilla 1 demo 1 doc,144989,4323.0,2,8,2019-12-19
106,491,653,Scorm 3 4 demos 4 doc,144989,4323.0,3,10,2020-01-13
107,496,653,scorm 4 4 ejercicios ,144989,4323.0,2,7,2020-01-13
108,497,653,plantilla 1 demo v2,144989,4323.0,3,9,2020-01-14
109,500,653,Plantilla 1 ejercicio ,144989,4323.0,3,5,2020-01-22
110,501,653,plantilla 2 demo ,144989,4323.0,3,2,2020-01-22
111,502,653,Plantilla 1 prueba,144989,4323.0,3,7,2020-01-22
112,505,800,induccion-sistema-de-gestion-de-calidad_v2,128540,5581.0,2,7,2020-02-03
113,516,653,Material de capacitación Ubicaciones Técnicas,144989,5018.0,2,32,2020-03-17
114,518,653,Material de capacitación Equipos,144989,5008.0,2,9,2020-03-19
115,519,653,"Material de capacitación mantenimiento correctivo, Gestión de Avisos",144989,5007.0,2,23,2020-03-20
116,521,653,"Material de capacitación mantenimiento correctivo, Gestión de Órdenes",144989,5792.0,2,24,2020-03-21
117,522,653,Material de capacitación Planes de Mantenimiento,144989,5793.0,2,6,2020-03-21
118,523,653,Material de capacitación Programación de Planes de Mantenimiento,144989,5793.0,2,7,2020-03-21
119,524,653,"Material de Capacitación Datos Maestros, Catálogos Perfil de Catálogos",144989,5794.0,2,0,2020-03-22
120,525,653,Material de capacitación lista de materiales para Ubicaciones Técnicas ,144989,5795.0,2,9,2020-03-23
121,526,653,Material de capacitación lista de materiales para Equipos ,144989,5795.0,2,1,2020-03-23
122,530,653,"Material de capacitación Administración de Contratos Marco, Pág. 1 de 2",144989,5796.0,2,10,2020-03-31
123,531,653,"Material de capacitación Administración de Contratos Marco, Pág. 2 de 2",144989,5796.0,2,8,2020-03-31
124,532,653,Material de capacitación Emisión y Liberación Solped,144989,5797.0,2,21,2020-04-01
125,533,653,Material de capacitación Emisión y Liberación Órden de Compra,144989,5797.0,2,15,2020-04-01
126,534,653,Material de capacitación Hoja de Entrada,144989,5797.0,2,12,2020-04-01
127,535,653,Material de Capacitación Emisión OC,144989,5798.0,2,19,2020-04-01
128,536,653,Material de Capacitación Liberación OC,144989,5798.0,2,11,2020-04-01
129,537,653,Material de Capacitación Hoja de Entrada,144989,5798.0,2,9,2020-04-01
130,540,727,Ley 20.393,96438,5435.0,2,275,2020-04-03
131,544,776,Inducción para el uso de Power BI Desktop,96438,5965.0,2,259,2020-04-06
132,546,776,Introducción a Prezi,96438,5921.0,2,60,2020-04-06
133,547,776,Rutas de Presentación e Insertar Multimedia,96438,5921.0,2,37,2020-04-06
134,548,776,Guardar y Presentar,96438,5921.0,2,25,2020-04-06
135,550,776,Introducción al Curso,96438,5070.0,2,211,2020-04-21
136,551,776,Error en la Medición,96438,5070.0,2,126,2020-04-21
137,552,776,Sistemas de Medición,96438,5070.0,2,101,2020-04-21
138,553,776,Calibrador Vernier - Escala Métrica,96438,5070.0,2,101,2020-04-21
139,554,776,Calibrador Vernier - Escala Imperial,96438,5070.0,2,74,2020-04-21
140,555,776,Micrómetros - Lectura escala métrica,96438,5070.0,2,40,2020-04-21
141,556,776,Micrómetros - Lectura escala imperial,96438,5070.0,2,39,2020-04-21
142,557,776,Reloj Comparador,96438,5070.0,2,33,2020-04-21
143,558,776,Medición de Temperatura,96438,5070.0,2,29,2020-04-21
144,559,776,Medición de Presión,96438,5070.0,2,32,2020-04-21
145,560,776,Medición de Niveles,96438,5070.0,2,29,2020-04-21
146,569,776,1. Introducción,96438,5068.0,2,216,2020-05-14
147,570,776,2. Chancado,96438,5068.0,2,167,2020-05-14
148,571,776,3. Parámetros de Chancado,96438,5068.0,2,142,2020-05-14
149,572,776,4. Lixiviación,96438,5068.0,2,115,2020-05-14
150,573,776,5. Parámetros de Lixiviación,96438,5068.0,2,120,2020-05-14
151,574,776,6. Extracción por Solvente,96438,5068.0,2,102,2020-05-14
152,575,776,7. Parámetros de SX,96438,5068.0,2,115,2020-05-14
153,576,776,8. Electroobtención,96438,5068.0,2,99,2020-05-14
154,582,776,Introducción,96438,6277.0,2,224,2020-05-26
155,583,776,Chancado,96438,6277.0,2,224,2020-05-26
156,584,776,Concentración y Procesos de Molienda,96438,6277.0,2,161,2020-05-26
157,585,776,Proceso de Molienda y Variables Operativas,96438,6277.0,2,131,2020-05-26
158,586,776,Flotación,96438,6277.0,2,131,2020-05-26
159,587,776,Variables Operacionales Flotación,96438,6277.0,2,115,2020-05-26
160,588,776,Espesamiento,96438,6277.0,2,116,2020-05-26
161,589,776,Variables de Operación en Espesamiento,96438,6277.0,2,127,2020-05-26
162,590,776,Filtrado,96438,6277.0,2,104,2020-05-26
163,598,48,M1v2,96438,6262.0,2,3,2020-05-28
164,608,782,Módulo I: Introducción a la Seguridad de la Información,128540,6140.0,2,1924,2020-06-01
165,612,782, Módulo 2: Sistema de Gestión de Seguridad de la Información,96438,6140.0,2,1882,2020-06-01
166,614,782,Módulo 3: Responsabilidad de los Colaboradores,129823,6140.0,2,1182,2020-06-01
167,615,782,Módulo I: Introducción a la Seguridad de la Información,128540,6331.0,2,18,2020-06-03
168,616,782, Módulo 2: Sistema de Gestión de Seguridad de la Información,96438,6331.0,2,5,2020-06-03
169,617,782,Módulo 3: Responsabilidad de los Colaboradores,129823,6331.0,2,6,2020-06-03
170,618,782,Introducción,126871,6332.0,2,23,2020-06-03
171,619,782,Modulo 2 Valoramos a nuestros compañeros de trabajo,126871,6332.0,2,3,2020-06-03
172,620,782,Módulo 3 Protejemos los activos de la compañía,126871,6332.0,2,1,2020-06-03
173,621,782,Módulo 4 Nos comprometemos a denunciar toda práctica indebida.,126871,6332.0,2,1,2020-06-03
174,622,782,Módulo 1 Conducta Ética,128540,6332.0,2,5,2020-06-03
175,623,776,1. Introducción,96438,6440.0,2,187,2020-06-11
176,624,776,2. Proceso de Fundición,96438,6440.0,2,141,2020-06-11
177,625,776,3. Secado de Concentrado,96438,6440.0,2,118,2020-06-11
178,626,776,4. Fusión,96438,6440.0,2,117,2020-06-11
179,627,776,5. Conversión,96438,6440.0,2,100,2020-06-11
180,628,776,6. Refinación,96438,6440.0,2,105,2020-06-11
181,629,776,7. Manejo de Gases de Combustión,96438,6440.0,2,95,2020-06-11
182,630,782,Módulo I: Introducción a la Seguridad de la Información,128540,6458.0,2,78,2020-06-15
183,631,782, Módulo 2: Sistema de Gestión de Seguridad de la Información,96438,6458.0,2,37,2020-06-15
184,632,782,Módulo 3: Responsabilidad de los Colaboradores,129823,6458.0,2,15,2020-06-15
185,633,48,ceim_pirometalurgia_02,96438,6470.0,2,0,2020-06-19
186,634,48,ceim_pirometalurgia_02,96438,6471.0,2,1,2020-06-19
187,635,48,TestSCORMV2,138551,6641.0,2,44,1975-05-21
188,638,653,Inducción Corporativa,96438,4185.0,2,4,2020-07-15
189,639,653,Inducción Corporativa 2,96438,4185.0,2,2,2020-07-15
190,642,48,Inducción Corporativa,96438,6646.0,2,0,2020-07-15
191,645,653,Módulo 1- Inducción Corporativa,96438,6669.0,2,46,2020-07-21
192,646,653,Módulo 2- Inducción Corporativa,96438,6669.0,2,17,2020-07-21
193,647,48,EVALUACION UNICYT V9,138551,6641.0,2,22,2020-07-22
194,648,48,TestSCORMV2,138551,6737.0,2,27,2020-07-22
195,649,48,EVALUACION UNICYT V9,138551,6737.0,2,35,2020-07-22
196,650,717,Módulo I: Introducción a la Seguridad de la Información,128540,7054.0,2,0,2020-09-01
197,651,717,Módulo I: Introducción a la Seguridad de la Información,128540,7055.0,2,0,2020-09-01
198,652,717,Módulo I: Introducción a la Seguridad de la Información,128540,7056.0,2,0,2020-09-01
199,653,717,Módulo I: Introducción a la Seguridad de la Información,128540,7057.0,2,0,2020-09-01
200,654,717,Módulo I: Introducción a la Seguridad de la Información,128540,7058.0,2,0,2020-09-01
201,655,717,Módulo I: Introducción a la Seguridad de la Información,128540,7059.0,2,0,2020-09-01
202,656,782,Módulo I: Introducción a la Seguridad de la Información,128540,7061.0,2,0,2020-09-02
203,657,782,Módulo I: Introducción a la Seguridad de la Información,128540,7062.0,2,0,2020-09-02
204,658,782,Módulo I: Introducción a la Seguridad de la Información,128540,7063.0,2,0,2020-09-02
205,659,782, Módulo 2: Sistema de Gestión de Seguridad de la Información,96438,7063.0,2,0,2020-09-02
206,665,717,Módulo I: Introducción a la Seguridad de la Información,128540,7168.0,2,10,2020-09-10
207,666,717, Módulo 2: Sistema de Gestión de Seguridad de la Información,96438,7168.0,2,2,2020-09-10
208,667,717,Módulo 3: Responsabilidad de los Colaboradores,129823,7168.0,2,2,2020-09-10
209,668,776,Proyecto SAP PM,140954,7246.0,2,32,2020-09-25
210,670,653,Asignatura N° III,126348,7305.0,2,53,2020-10-05
211,672,653,Asignatura Nº I,126348,7305.0,2,91,2020-10-06
212,673,653,Asignatura N° II,96438,7305.0,2,57,2020-10-07
213,674,776,Prueba2,140954,7321.0,2,1,2020-10-08
214,675,653,Manual Modelo de Competencias Corporativas,138320,7405.0,2,35,2020-10-22
215,676,653,Manual Modelo de Competencias Corporativas,138320,7401.0,2,353,2020-10-22
216,677,782,Introducción,126871,7515.0,2,0,2020-11-02
217,679,782,Introducción,126871,7517.0,2,19,2020-11-02
218,680,782,Modulo 2 Valoramos a nuestros compañeros de trabajo,126871,7517.0,2,14,2020-11-02
219,681,782,Módulo 3 Protejemos los activos de la compañía,126871,7517.0,2,9,2020-11-02
220,682,782,Módulo 4 Nos comprometemos a denunciar toda práctica indebida.,126871,7517.0,2,6,2020-11-02
221,683,782,Módulo 1 Conducta Ética,128540,7517.0,2,22,2020-11-02
222,684,788,Módulo 1 Implementación de 5S y Gestión Visual,96438,7480.0,2,84,2020-11-02
223,691,788,Módulo 2 Implementación de 5S y Gestión Visual,96438,7480.0,2,58,2020-11-02
224,692,788,Módulo 3 Implementación de 5S y Gestión Visual,96438,7480.0,2,44,2020-11-02
225,694,788,Gestión Lean en la Organización - M1,96438,7559.0,2,55,2020-11-06
226,695,788,Gestión Lean en la Organización - M2,96438,7559.0,2,33,2020-11-06
227,696,788,Gestión Lean en la Organización - M3,96438,7559.0,2,29,2020-11-06
228,697,788,Gestión Lean en la Organización - M4,96438,7559.0,2,29,2020-11-06
229,701,782,Módulo I: Recordando los Principales Conceptos de Seguridad de la Información,138551,7586.0,2,16,2020-11-10
230,704,782,Módulo II: Reglamento de Activos de Información y Regulación Externa,138551,7657.0,2,0,2020-11-12
231,705,782,Módulo II: Reglamento de Activos de Información y Regulación Externa,138551,7658.0,2,0,2020-11-12
232,706,782,Módulo II: Reglamento de Activos de Información y Regulación Externa,138551,7660.0,2,0,2020-11-12
233,707,782,Módulo II: Reglamento de Activos de Información y Regulación Externa,138551,7663.0,2,123,2020-11-12
234,708,782,Módulo I: Recordando los Principales Conceptos de Seguridad de la Información,138551,7663.0,2,177,2020-11-12
235,709,782,Módulo III: Principales Amenazas en Seguridad de la Información,96438,7663.0,2,124,2020-11-12
236,710,782,Módulo II: Reglamento de Activos de Información y Regulación Externa,138551,7665.0,2,554,2020-11-12
237,711,782,Módulo I: Recordando los Principales Conceptos de Seguridad de la Información,138551,7665.0,2,781,2020-11-12
238,712,782,Módulo III: Principales Amenazas en Seguridad de la Información,96438,7665.0,2,514,2020-11-12
239,713,782,Módulo II: Reglamento de Activos de Información y Regulación Externa,138551,7666.0,2,182,2020-11-12
240,714,782,Módulo I: Recordando los Principales Conceptos de Seguridad de la Información,138551,7666.0,2,204,2020-11-12
241,715,782,Módulo III: Principales Amenazas en Seguridad de la Información,96438,7666.0,2,166,2020-11-12
242,716,782,Módulo II: Reglamento de Activos de Información y Regulación Externa,138551,7667.0,2,142,2020-11-12
243,717,782,Módulo I: Recordando los Principales Conceptos de Seguridad de la Información,138551,7667.0,2,221,2020-11-12
244,718,782,Módulo III: Principales Amenazas en Seguridad de la Información,96438,7667.0,2,141,2020-11-12
245,733,653,Módulo I - Actividad de Aprendizaje,96438,7401.0,2,534,2020-11-13
246,734,653,Módulo III: Actividad de Aprendizaje,96438,7401.0,2,427,2020-11-13
247,735,653,Módulo II: Actividad de Aprendizaje,96438,7401.0,2,432,2020-11-13
248,736,653,Módulo II: Unidad 1: Desarrollando Nuestras Habilidades,96438,7401.0,2,485,2020-11-13
249,737,653,Módulo I - Unidad 1: Nuevos Desafíos,96438,7401.0,2,607,2020-11-13
250,738,653,Módulo III: Unidad 1: Potenciando el Desarrollo en Transelec,96438,7401.0,2,455,2020-11-13
251,739,653,Módulo I - Unidad 2: Competencias Corporativas que Integra el Modelo,96438,7401.0,2,600,2020-11-13
252,740,653,Módulo II: Unidad 2: Competencias Niveladas,96438,7401.0,2,404,2020-11-13
253,741,653,Módulo III - Unidad 2: Mirada Hacia un Futuro Inspirador,96438,7401.0,2,417,2020-11-13
254,742,653,Módulo I - Unidad Bienvenida,96438,7401.0,2,703,2020-11-13
255,743,782,Módulo I: Introducción a la Seguridad de la Información,128540,7740.0,2,0,2020-11-25
256,744,782,Módulo I: Introducción a la Seguridad de la Información,128540,7741.0,2,0,2020-11-25
257,745,782,Módulo I: Introducción a la Seguridad de la Información,128540,7742.0,2,0,2020-11-25
258,746,782,Módulo I: Introducción a la Seguridad de la Información,128540,7743.0,2,0,2020-11-25
259,747,782,Módulo I: Introducción a la Seguridad de la Información,128540,7744.0,2,0,2020-11-25
260,748,782,Módulo I: Introducción a la Seguridad de la Información,128540,7745.0,2,0,2020-11-25
261,749,782,Módulo I: Introducción a la Seguridad de la Información,128540,7746.0,2,0,2020-11-25
262,750,782,Módulo I: Introducción a la Seguridad de la Información,128540,7747.0,2,0,2020-11-25
263,757,653,Toolkit Transelec,96438,7405.0,2,20,2020-11-27
264,759,807,UHC,96438,7750.0,2,14,2020-11-27
265,760,807,UHC,96438,7845.0,2,21,2020-11-30
266,761,807,UHC,96438,7846.0,2,18,2020-11-30
267,762,807,UHC,96438,7847.0,2,25,2020-11-30
268,763,807,UHC,96438,7848.0,2,0,2020-11-30
269,764,807,UHC,96438,7849.0,2,4,2020-11-30
270,765,807,UHC,96438,7850.0,2,43,2020-11-30
271,766,807,UHC,96438,7851.0,2,11,2020-11-30
272,767,807,UHC,96438,7852.0,2,30,2020-11-30
273,768,807,UHC,96438,7853.0,2,1,2020-11-30
274,769,807,UHC,96438,7854.0,2,4,2020-11-30
275,770,807,UHC,96438,7855.0,2,0,2020-11-30
276,784,776,GESTIÓN DE TIPOS DE CAMBIO,126348,7840.0,2,26,2020-12-14
277,786,776,REPORTES (GL),126348,7840.0,2,42,2020-12-14
278,787,717,Módulo I: Bioética y Responsabilidades en el Cuidado de Personas Mayores: Roles del TENS y del CAM,126348,7966.0,2,2,2020-12-15
279,788,717,Módulo II: Una Mirada Bioespiritual en el Cuidado de las Personas Mayores,126348,7966.0,2,9,2020-12-15
280,789,717,Módulo III: Una Mirada Social en el Cuidado y Bienestar de la Persona Mayor,126348,7966.0,2,10,2020-12-15
281,790,717,Módulo IV: Una Mirada Psicológica: La Salud Mental del Adulto Mayor,126348,7966.0,2,4,2020-12-15
282,791,717,Módulo V: Riesgos del Cuidado en el Envejecimiento,126348,7966.0,2,1,2020-12-15
283,792,717,Módulo II: Reglamento de Activos de Información y Regulación Externa,138551,7972.0,2,13,2020-12-15
284,793,717,Módulo I: Recordando los Principales Conceptos de Seguridad de la Información,138551,7972.0,2,10,2020-12-15
285,794,717,Módulo III: Principales Amenazas en Seguridad de la Información,96438,7972.0,2,4,2020-12-15
286,796,776,CENTRO DE BENEFICIO,126348,7841.0,3,49,2020-12-16
287,797,776,GESTIÓN DEL PRESUPUESTO,126348,7979.0,2,68,2020-12-16
288,798,776,REPORTES (PS),126348,7979.0,2,49,2020-12-16
289,799,776,GESTIÓN DE CUENTAS DE MAYOR,126348,7840.0,2,35,2020-12-16
290,800,776,GESTIÓN DE CUENTAS CONTABLES,126348,7840.0,2,58,2020-12-16
291,802,776,VALOR ESTADÍSTICO II,126348,7841.0,3,9,2020-12-16
292,803,776,CLASE DE ACTIVIDAD,126348,7841.0,3,12,2020-12-16
293,804,776,VALOR ESTADÍSTICO I,126348,7841.0,3,11,2020-12-16
294,805,776,TRASPASOS MANUALES,126348,7841.0,3,12,2020-12-16
295,806,776,SUBREPARTOS,126348,7841.0,3,12,2020-12-16
296,807,776,REPORTES (CO),126348,7841.0,3,19,2020-12-16
297,808,776,REPORTES (AR),126348,7981.0,2,21,2020-12-16
298,809,776,GESTIÓN DE MAESTRO DE MATERIALES,126348,7982.0,2,59,2020-12-16
299,810,776,GESTIÓN DE MAESTRO DE CLIENTES,126348,7982.0,2,19,2020-12-16
300,811,776,GESTIÓN DE REGISTRO INFO,126348,7982.0,2,32,2020-12-16
301,812,776,LISTA DE MATERIALES DE EQUIPO,126348,7983.0,2,51,2020-12-16
302,813,776,NOTIFICACIONES,126348,7983.0,2,48,2020-12-16
303,814,776,PEDIDO DE COMPRA,126348,7982.0,2,379,2020-12-16
304,815,776,CONTRATOS MARCO,126348,7982.0,2,101,2020-12-16
305,816,776,GESTIÓN DE STOCKS,126348,7982.0,2,54,2020-12-16
306,817,776,GESTIÓN DE ESTRUCTURA DE PROYECTO,126348,7979.0,2,168,2020-12-17
307,818,776,ÓRDENES,126348,7841.0,3,25,2020-12-17
308,819,776,INVENTARIO,126348,7982.0,2,71,2020-12-17
309,820,776,MOVIMIENTO DE MATERIALES (Mercancías),126348,7982.0,2,105,2020-12-17
310,821,776,GESTIÓN DE MAESTRO DE SERVICIOS,126348,7982.0,2,52,2020-12-17
311,822,776,GESTIÓN DE MAESTRO DE PROVEEDORES,126348,7982.0,2,37,2020-12-17
312,823,776,FACTURA,126348,7982.0,2,71,2020-12-17
313,824,776,GESTIÓN DE OBJETOS TÉCNICOS,126348,7983.0,2,134,2020-12-17
314,825,776,MANTENIMIENTO PLANIFICADO,126348,7983.0,2,115,2020-12-17
315,826,776,PUESTOS DE TRABAJO,126348,7983.0,2,50,2020-12-17
316,827,776,PUNTOS Y DOCUMENTOS DE MEDIDA,126348,7983.0,2,35,2020-12-17
317,828,776,OPERACIONES (AR),126348,7981.0,2,45,2020-12-17
318,830,776,REPORTES (AF),126348,7839.0,2,55,2020-12-18
319,831,776,REPORTES (TR),126348,7980.0,2,8,2020-12-18
320,832,776,REPORTES (AP),126348,7842.0,2,42,2020-12-18
321,844,829,Módulo 1,96438,7935.0,2,130,2020-12-21
322,845,829,Módulo 2,96438,7935.0,2,117,2020-12-21
323,846,829,Módulo 3,96438,7935.0,2,116,2020-12-21
324,855,776,ÓRDEN MANTENIMIENTO,205681,7983.0,2,146,2020-12-21
325,856,776,Avisos mantenimiento,205681,7983.0,2,145,2020-12-21
326,857,776,GESTIÓN DE ACTIVO FIJO,205681,7839.0,2,64,2020-12-21
327,858,776,DEPRECIACIÓN (AF),205681,7839.0,2,40,2020-12-21
328,859,776,GESTION DE ASIENTOS DE MAYOR,205681,7840.0,2,60,2020-12-21
329,860,776,BAJA DE ACTIVO FIJO,205681,7839.0,2,37,2020-12-21
330,861,776,PAGOS (TR),205681,7980.0,2,52,2020-12-21
331,862,776,CONCILIACIÓN BANCARIA (TR),205681,7980.0,2,15,2020-12-21
332,863,776,DATOS MAESTROS (AP),205681,7842.0,2,73,2020-12-21
333,864,776,OPERACIONES (AP),205681,7842.0,2,105,2020-12-21
334,865,776,Libro pedido,205681,7982.0,2,116,2020-12-21
335,868,776,Avisos mantenimiento,205681,7838.0,2,111,2020-12-22
336,871,776,MOVIMIENTO DE MATERIALES (Mercancías),205681,7838.0,2,108,2020-12-22
337,873,776,REPORTES (AF),205681,7838.0,2,55,2020-12-22
338,874,776,REPORTES (AP),205681,7838.0,2,35,2020-12-22
339,875,776,REPORTES (AR),205681,7838.0,2,25,2020-12-22
340,876,776,REPORTES (CO),205681,7838.0,2,36,2020-12-22
341,877,776,REPORTES (GL),205681,7838.0,2,29,2020-12-22
342,878,776,REPORTES (PS),205681,7838.0,2,33,2020-12-22
343,879,776,REPORTES (TR),205681,7838.0,2,34,2020-12-22
344,880,776,CENTROS DE COSTO,205681,7841.0,3,15,2020-12-23
345,881,717,Módulo I: Bioética y Responsabilidades en el Cuidado de Personas Mayores: Roles del TENS y del CAM,126348,8241.0,2,0,2021-01-14
